Suburb,Rooms,Type,Price,Method,Postcode,Propertycount,Distance,CouncilArea
Fairfield,3,h,,VB,3078,2970,5.7,Darebin City Council
Fairfield,2,h,900000,S,3078,2970,5.7,Darebin City Council
Ferntree Gully,3,h,671000,S,3156,10788,24.8,Knox City Council
Ferntree Gully,5,h,,SP,3156,10788,24.8,Knox City Council
Ferntree Gully,4,h,675000,PI,3156,10788,24.8,Knox City Council
Fitzroy,2,t,880000,PI,3065,5825,2.1,Yarra City Council
Fitzroy,2,h,1200000,VB,3065,5825,2.1,Yarra City Council
Fitzroy North,1,u,412500,S,3068,6244,3.6,Moreland City Council
Fitzroy North,4,h,1500000,VB,3068,6244,3.6,Moreland City Council
Fitzroy North,2,t,736000,SP,3068,6244,3.6,Moreland City Council
Fitzroy North,2,u,,SP,3068,6244,3.6,Moreland City Council
Flemington,3,t,850000,VB,3031,3593,3.4,Melbourne City Council
Flemington,2,u,393000,S,3031,3593,3.4,Melbourne City Council
Footscray,3,h,1071000,SP,3011,7570,5.1,Maribyrnong City Council
Footscray,2,h,810000,PI,3011,7570,5.1,Maribyrnong City Council
Footscray,2,u,436000,S,3011,7570,5.1,Maribyrnong City Council
Frankston,4,h,590000,S,3199,17055,38,Frankston City Council
Frankston,4,h,700000,PI,3199,17055,38,Frankston City Council
Frankston North,3,h,,VB,3200,2500,36.9,Frankston City Council
Frankston North,3,h,500000,S,3200,2500,36.9,Frankston City Council
Gisborne,3,h,700000,PI,3437,3376,45.9,Macedon Ranges Shire Council
Gisborne,5,h,700000,SP,3437,3376,45.9,Macedon Ranges Shire Council
Gisborne,3,h,490000,SP,3437,3376,45.9,Macedon Ranges Shire Council
Gladstone Park,3,h,585000,S,3043,3285,12.9,Hume City Council
Gladstone Park,3,h,620000,PI,3043,3285,12.9,Hume City Council
Glen Huntly,2,u,561250,SP,3163,2403,10.1,Glen Eira City Council
Glen Iris,4,h,1700000,VB,3146,10412,7.3,Boroondara City Council
Glen Iris,4,h,1950000,S,3146,10412,7.3,Boroondara City Council
Glen Iris,2,u,900000,VB,3146,10412,7.3,Boroondara City Council
Glen Waverley,5,h,,SN,3150,15321,16.7,Monash City Council
Glen Waverley,4,h,1300000,SP,3150,15321,16.7,Monash City Council
Glen Waverley,4,h,1050000,PI,3150,15321,16.7,Monash City Council
Glen Waverley,4,h,,PI,3150,15321,16.7,Monash City Council
Glen Waverley,3,h,,PI,3150,15321,16.7,Monash City Council
Glen Waverley,3,h,1755000,S,3150,15321,16.7,Monash City Council
Glen Waverley,4,h,1465000,SA,3150,15321,16.7,Monash City Council
Glenroy,3,h,,PI,3046,8870,11.2,Moreland City Council
Glenroy,3,t,570000,VB,3046,8870,11.2,Moreland City Council
Glenroy,4,h,,PN,3046,8870,11.2,Moreland City Council
Glenroy,5,h,,W,3046,8870,11.2,Moreland City Council
Glenroy,2,h,,PI,3046,8870,11.2,Moreland City Council
Gowanbrae,5,h,1335000,S,3043,1071,12.9,Moreland City Council
Gowanbrae,3,h,570000,S,3043,1071,12.9,Moreland City Council
Greensborough,3,h,765000,S,3088,8524,16.1,Banyule City Council
Greensborough,3,h,790000,S,3088,8524,16.1,Banyule City Council
Greensborough,3,h,1115000,S,3088,8524,16.1,Banyule City Council
Greensborough,3,h,770000,PI,3088,8524,16.1,Banyule City Council
Greenvale,3,t,,SN,3059,4864,20.4,Hume City Council
Greenvale,5,h,855000,S,3059,4864,20.4,Hume City Council
Greenvale,5,h,960000,S,3059,4864,20.4,Hume City Council
Greenvale,4,h,867000,S,3059,4864,20.4,Hume City Council
Hadfield,3,h,705000,PI,3046,2606,11.2,Moreland City Council
Hampton,3,t,,PI,3188,5454,13.8,Bayside City Council
Hampton,5,h,,PI,3188,5454,13.8,Bayside City Council
Hawthorn,1,u,397000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,2,h,,PN,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,622000,S,3122,11308,5.3,Boroondara City Council
Hawthorn East,2,u,480000,PI,3123,6482,6.2,Boroondara City Council
Hawthorn East,4,h,,VB,3123,6482,6.2,Boroondara City Council
Heatherton,2,u,486000,S,3202,1048,18.7,Kingston City Council
Heidelberg,3,t,820000,VB,3084,2890,8.9,Banyule City Council
Heidelberg Heights,2,h,630000,S,3081,2947,8.8,Banyule City Council
Heidelberg West,2,h,645000,S,3081,2674,8.8,Banyule City Council
Heidelberg West,4,h,705000,S,3081,2674,8.8,Banyule City Council
Heidelberg West,3,t,610000,PI,3081,2674,8.8,Banyule City Council
Heidelberg West,2,t,520000,VB,3081,2674,8.8,Banyule City Council
Highett,3,h,,SN,3190,4794,16,Bayside City Council
Hillside,3,h,580000,S,3037,5556,18,Brimbank City Council
Hillside,3,h,510000,S,3037,5556,18,Brimbank City Council
Hillside,4,h,680000,PI,3037,5556,18,Brimbank City Council
Hoppers Crossing,4,h,570000,VB,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,,PI,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,527007,SP,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,8,h,1100000,S,3029,13830,18.4,Wyndham City Council
Ivanhoe,3,h,1220000,VB,3079,5549,7.8,Banyule City Council
Jacana,3,h,,PI,3047,851,14,Hume City Council
Kealba,3,h,610000,PI,3021,1202,14,Brimbank City Council
Keilor Downs,5,h,800000,PI,3038,3656,15.5,Brimbank City Council
Keilor East,4,h,760000,PI,3033,5629,11.7,Brimbank City Council
Keilor East,3,h,710000,VB,3033,5629,11.7,Brimbank City Council
Keilor Park,4,h,750000,VB,3042,1119,10.4,Brimbank City Council
Keilor Park,3,h,640000,PI,3042,1119,10.4,Brimbank City Council
Kensington,2,h,,S,3031,5263,3.4,Melbourne City Council
Kensington,4,h,1470000,S,3031,5263,3.4,Melbourne City Council
Kensington,2,h,1046000,S,3031,5263,3.4,Melbourne City Council
Kensington,3,h,1600000,PI,3031,5263,3.4,Melbourne City Council
Kew,3,h,,SP,3101,10331,5.4,Boroondara City Council
Kew,3,h,1705000,S,3101,10331,5.4,Boroondara City Council
Kew East,2,h,1510000,S,3102,2671,7.3,Boroondara City Council
Kew East,3,h,1125000,VB,3102,2671,7.3,Boroondara City Council
Keysborough,5,h,,S,3173,8459,25.2,Greater Dandenong City Council
Kingsville,4,t,,PI,3012,1808,6.4,Maribyrnong City Council
Kingsville,2,u,,S,3012,1808,6.4,Maribyrnong City Council
Lalor,3,h,551000,S,3075,8279,16.3,Whittlesea City Council
Lalor,6,h,,PI,3075,8279,16.3,Whittlesea City Council
Lalor,3,h,651000,S,3075,8279,16.3,Whittlesea City Council
Lalor,4,h,660000,S,3075,8279,16.3,Whittlesea City Council
Langwarrin,3,h,,VB,3910,8743,41,Frankston City Council
Lyndhurst,3,h,,PI,3975,1934,33.8,Casey City Council
Macleod,4,h,1120000,S,3085,4168,12.7,Banyule City Council
Macleod,3,h,,PI,3085,4168,12.7,Banyule City Council
Macleod,4,h,,VB,3085,4168,12.7,Banyule City Council
Macleod,2,u,,PI,3085,4168,12.7,Banyule City Council
Macleod,3,h,,PI,3085,4168,12.7,Banyule City Council
Maidstone,2,h,910000,PI,3012,3873,6.4,Maribyrnong City Council
Malvern,2,h,1670000,PI,3144,4675,5.9,Stonnington City Council
Malvern East,3,h,1450000,S,3145,8801,8.4,Stonnington City Council
Malvern East,3,h,,PI,3145,8801,8.4,Stonnington City Council
Malvern East,2,t,701000,S,3145,8801,8.4,Stonnington City Council
Maribyrnong,2,u,477000,S,3032,4918,4.3,Maribyrnong City Council
Maribyrnong,3,u,628000,S,3032,4918,4.3,Maribyrnong City Council
McKinnon,2,h,907000,S,3204,2397,11.4,Glen Eira City Council
Meadow Heights,3,h,,W,3048,4704,17.4,Hume City Council
Meadow Heights,3,t,,PI,3048,4704,17.4,Hume City Council
Melbourne,2,u,662000,S,3000,17496,0,Melbourne City Council
Melbourne,3,u,700000,PI,3000,17496,0,Melbourne City Council
Melbourne,1,u,460000,SP,3000,17496,0,Melbourne City Council
Melbourne,2,u,680000,PI,3000,17496,0,Melbourne City Council
Melton South,3,h,346000,S,3338,4718,29.8,Melton City Council
Mentone,3,h,750000,VB,3194,6162,20,Kingston City Council
Mentone,2,u,630000,S,3194,6162,20,Kingston City Council
Mentone,3,h,1165000,SP,3194,6162,20,Kingston City Council
Mernda,3,h,,PI,3754,5812,25.9,Whittlesea City Council
Mernda,4,h,573500,S,3754,5812,25.9,Whittlesea City Council
Mernda,3,h,490000,S,3754,5812,25.9,Whittlesea City Council
Mernda,4,h,,PI,3754,5812,25.9,Whittlesea City Council
Mickleham,4,h,650000,S,3064,1158,20.6,Hume City Council
Middle Park,3,h,2500000,VB,3206,2019,3,Port Phillip City Council
Middle Park,3,h,2305000,PI,3206,2019,3,Port Phillip City Council
Mill Park,3,h,,SN,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,707000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,570000,PI,3082,10529,17.9,Whittlesea City Council
Mill Park,5,h,681000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,5,h,938000,S,3082,10529,17.9,Whittlesea City Council
Mitcham,4,h,1501000,PI,3132,6871,17.2,Whitehorse City Council
Mitcham,3,h,775000,VB,3132,6871,17.2,Whitehorse City Council
Mitcham,3,h,,PI,3132,6871,17.2,Whitehorse City Council
Mitcham,4,h,,PN,3132,6871,17.2,Whitehorse City Council
Mitcham,5,h,1000000,PI,3132,6871,17.2,Whitehorse City Council
Mitcham,4,h,990500,PI,3132,6871,17.2,Whitehorse City Council
Mont Albert,3,h,,S,3127,2079,10.2,Boroondara City Council
Mont Albert,2,h,745000,S,3127,2079,10.2,Boroondara City Council
Montmorency,5,h,1260000,SP,3094,3891,16.2,Banyule City Council
Montmorency,2,h,,PI,3094,3891,16.2,Banyule City Council
Montmorency,3,h,,PI,3094,3891,16.2,Banyule City Council
Montmorency,4,h,,SN,3094,3891,16.2,Banyule City Council
Moonee Ponds,3,h,880000,VB,3039,6232,6.2,Moonee Valley City Council
Moonee Ponds,3,t,732000,S,3039,6232,6.2,Moonee Valley City Council
Moorabbin,3,t,1050000,PI,3189,2555,14.3,Kingston City Council
Mooroolbark,5,h,,VB,3138,8280,26.5,Yarra Ranges Shire Council
Mordialloc,3,t,1300000,PI,3195,3650,21.5,Kingston City Council
Mordialloc,1,u,,PI,3195,3650,21.5,Kingston City Council
Mount Waverley,4,h,,SP,3149,13366,14.2,Monash City Council
Mount Waverley,4,h,,PI,3149,13366,14.2,Monash City Council
Mount Waverley,2,u,671500,S,3149,13366,14.2,Monash City Council
Mount Waverley,3,t,,PI,3149,13366,14.2,Monash City Council
Mulgrave,4,h,1370000,S,3170,7113,18.8,Monash City Council
Mulgrave,3,h,900000,S,3170,7113,18.8,Monash City Council
Murrumbeena,4,h,,PI,3163,4442,10.1,Glen Eira City Council
Murrumbeena,3,h,1200000,VB,3163,4442,10.1,Glen Eira City Council
Murrumbeena,2,u,,SP,3163,4442,10.1,Glen Eira City Council
Narre Warren,3,h,,PI,3805,9376,34.1,Casey City Council
Narre Warren,5,h,720000,SA,3805,9376,34.1,Casey City Council
Newport,3,h,1200000,PI,3015,5498,6.2,Hobsons Bay City Council
Newport,2,h,850000,VB,3015,5498,6.2,Hobsons Bay City Council
Newport,4,h,,PI,3015,5498,6.2,Hobsons Bay City Council
Newport,4,h,1350000,VB,3015,5498,6.2,Hobsons Bay City Council
Newport,4,h,,VB,3015,5498,6.2,Hobsons Bay City Council
Niddrie,2,u,720000,S,3042,2291,10.4,Moonee Valley City Council
Niddrie,3,h,750000,VB,3042,2291,10.4,Moonee Valley City Council
Noble Park,5,h,,PI,3174,11806,22.7,Greater Dandenong City Council
Noble Park,3,h,,PI,3174,11806,22.7,Greater Dandenong City Council
Noble Park,3,t,,PI,3174,11806,22.7,Greater Dandenong City Council
Noble Park,3,u,,PI,3174,11806,22.7,Greater Dandenong City Council
North Melbourne,3,h,1400000,VB,3051,6821,1.8,Melbourne City Council
North Melbourne,2,u,500000,S,3051,6821,1.8,Melbourne City Council
Northcote,5,h,1520000,S,3070,11364,5.3,Darebin City Council
Northcote,2,h,,SP,3070,11364,5.3,Darebin City Council
Northcote,3,h,1250000,VB,3070,11364,5.3,Darebin City Council
Northcote,2,h,1150000,S,3070,11364,5.3,Darebin City Council
Northcote,3,h,1100000,S,3070,11364,5.3,Darebin City Council
Northcote,3,h,1735000,S,3070,11364,5.3,Darebin City Council
Notting Hill,4,h,875000,PI,3168,902,16.7,Monash City Council
Notting Hill,3,h,,W,3168,902,16.7,Monash City Council
Nunawading,3,t,805000,SA,3131,4973,15.4,Manningham City Council
Oak Park,3,h,,S,3046,2651,11.2,Moreland City Council
Oak Park,3,h,912000,S,3046,2651,11.2,Moreland City Council
Parkdale,4,h,,PI,3195,5087,21.5,Kingston City Council
Parkville,3,h,2280000,VB,3052,2309,1.8,Melbourne City Council
Pascoe Vale,3,h,900000,VB,3044,7485,8.5,Moreland City Council
Pascoe Vale,2,u,,PN,3044,7485,8.5,Moreland City Council
Pascoe Vale,2,h,940000,S,3044,7485,8.5,Moreland City Council
Plenty,5,h,2000000,SP,3090,777,20.1,Nillumbik Shire Council
Point Cook,4,h,780000,VB,3030,15542,14.7,Wyndham City Council
Point Cook,4,h,,W,3030,15542,14.7,Wyndham City Council
Point Cook,4,h,560000,VB,3030,15542,14.7,Wyndham City Council
Point Cook,4,h,555000,S,3030,15542,14.7,Wyndham City Council
Port Melbourne,3,t,1324000,S,3207,8648,3.5,Melbourne City Council
Port Melbourne,2,h,,SP,3207,8648,3.5,Melbourne City Council
Port Melbourne,2,h,900000,VB,3207,8648,3.5,Melbourne City Council
Port Melbourne,3,h,,S,3207,8648,3.5,Melbourne City Council
Prahran,2,u,,SN,3181,7717,4.6,Stonnington City Council
Prahran,3,h,1250000,VB,3181,7717,4.6,Stonnington City Council
Prahran,3,t,,PI,3181,7717,4.6,Stonnington City Council
Preston,3,h,970000,S,3072,14577,8.4,Darebin City Council
Preston,4,h,,PI,3072,14577,8.4,Darebin City Council
Preston,3,h,1280000,S,3072,14577,8.4,Darebin City Council
Preston,3,h,720000,VB,3072,14577,8.4,Darebin City Council
Preston,3,h,901000,S,3072,14577,8.4,Darebin City Council
Reservoir,3,h,,PI,3073,21650,12,Darebin City Council
Reservoir,3,h,950000,PI,3073,21650,12,Darebin City Council
Reservoir,5,h,,VB,3073,21650,12,Darebin City Council
Reservoir,2,u,600250,SP,3073,21650,12,Darebin City Council
Reservoir,3,h,650000,VB,3073,21650,12,Darebin City Council
Reservoir,3,t,630000,VB,3073,21650,12,Darebin City Council
Reservoir,2,t,,PI,3073,21650,12,Darebin City Council
Reservoir,2,t,561000,S,3073,21650,12,Darebin City Council
Reservoir,3,t,620000,PI,3073,21650,12,Darebin City Council
Reservoir,2,t,551000,S,3073,21650,12,Darebin City Council
Reservoir,3,h,700000,VB,3073,21650,12,Darebin City Council
Reservoir,3,h,820000,VB,3073,21650,12,Darebin City Council
Reservoir,2,h,680000,VB,3073,21650,12,Darebin City Council
Reservoir,1,u,350000,S,3073,21650,12,Darebin City Council
Reservoir,3,h,675000,PI,3073,21650,12,Darebin City Council
Richmond,2,h,,VB,3121,14949,2.4,Yarra City Council
Richmond,1,u,,W,3121,14949,2.4,Yarra City Council
Richmond,2,h,970000,PI,3121,14949,2.4,Yarra City Council
Richmond,2,h,,PI,3121,14949,2.4,Yarra City Council
Richmond,2,u,595000,SP,3121,14949,2.4,Yarra City Council
Richmond,2,h,1190000,S,3121,14949,2.4,Yarra City Council
Richmond,2,u,,PI,3121,14949,2.4,Yarra City Council
Ringwood East,3,h,,VB,3135,4407,21.3,Maroondah City Council
Ringwood East,3,h,790000,VB,3135,4407,21.3,Maroondah City Council
Ringwood East,3,h,785000,S,3135,4407,21.3,Maroondah City Council
Ringwood East,3,h,785000,S,3135,4407,21.3,Maroondah City Council
Rosanna,2,u,325000,SP,3084,3540,8.9,Banyule City Council
Rosanna,4,h,,SP,3084,3540,8.9,Banyule City Council
Roxburgh Park,2,u,372000,S,3064,5833,20.6,Hume City Council
Roxburgh Park,3,h,485000,S,3064,5833,20.6,Hume City Council
Roxburgh Park,3,h,490000,S,3064,5833,20.6,Hume City Council
Sandringham,2,u,,PN,3191,4497,15.2,Bayside City Council
Sandringham,3,h,1845000,S,3191,4497,15.2,Bayside City Council
Sandringham,3,t,,PI,3191,4497,15.2,Bayside City Council
Seaford,3,h,,PI,3198,8077,35.4,Frankston City Council
Seaford,3,h,,SS,3198,8077,35.4,Frankston City Council
Seddon,3,t,1000000,PI,3011,2417,5.1,Maribyrnong City Council
Seddon,6,h,1875000,PI,3011,2417,5.1,Maribyrnong City Council
Seddon,2,h,990000,S,3011,2417,5.1,Maribyrnong City Council
Seddon,2,u,512500,SP,3011,2417,5.1,Maribyrnong City Council
Seddon,3,h,1790000,S,3011,2417,5.1,Maribyrnong City Council
Seville,4,h,,W,3139,888,35.2,Yarra Ranges Shire Council
South Kingsville,4,t,800000,S,3015,984,6.2,Hobsons Bay City Council
South Melbourne,2,u,606000,S,3205,5943,1.9,Port Phillip City Council
South Melbourne,3,h,1200000,S,3205,5943,1.9,Port Phillip City Council
South Melbourne,1,h,850000,VB,3205,5943,1.9,Port Phillip City Council
South Morang,4,h,653000,S,3752,7969,20.5,Whittlesea City Council
South Morang,4,h,725000,S,3752,7969,20.5,Whittlesea City Council
South Yarra,2,u,597000,S,3141,14887,2.7,Melbourne City Council
South Yarra,3,h,1575000,VB,3141,14887,2.7,Melbourne City Council
South Yarra,2,u,680000,PI,3141,14887,2.7,Melbourne City Council
South Yarra,1,u,,S,3141,14887,2.7,Melbourne City Council
Springvale,2,h,551000,S,3171,7412,20.8,Greater Dandenong City Council
Springvale South,2,h,,W,3172,4054,22.2,Greater Dandenong City Council
St Albans,2,u,450000,S,3021,14042,14,Brimbank City Council
St Albans,3,h,,PI,3021,14042,14,Brimbank City Council
St Albans,3,h,,W,3021,14042,14,Brimbank City Council
St Kilda,1,u,435000,SP,3182,13240,5,Port Phillip City Council
St Kilda,2,u,500000,S,3182,13240,5,Port Phillip City Council
St Kilda,2,u,587000,S,3182,13240,5,Port Phillip City Council
Strathmore,4,h,1750000,PI,3041,3284,8.2,Moonee Valley City Council
Strathmore,3,h,1026000,S,3041,3284,8.2,Moonee Valley City Council
Strathmore,3,h,1250000,SP,3041,3284,8.2,Moonee Valley City Council
Strathmore,5,h,1920000,S,3041,3284,8.2,Moonee Valley City Council
Sunshine,3,h,810000,PI,3020,3755,10.5,Brimbank City Council
Sunshine North,3,h,701500,S,3020,4217,10.5,Brimbank City Council
Sunshine West,5,h,890000,PI,3020,6763,10.5,Brimbank City Council
Sunshine West,3,h,630000,PI,3020,6763,10.5,Brimbank City Council
Sunshine West,2,h,640000,PI,3020,6763,10.5,Brimbank City Council
Sunshine West,3,h,580000,PI,3020,6763,10.5,Brimbank City Council
Sunshine West,4,h,950000,PI,3020,6763,10.5,Brimbank City Council
Taylors Hill,3,h,740000,PI,3037,4242,18,Melton City Council
Taylors Lakes,5,h,780000,VB,3038,5336,15.5,Brimbank City Council
Templestowe,4,h,,S,3106,6202,15.5,Manningham City Council
Templestowe Lower,4,h,959000,S,3107,5420,12.4,Manningham City Council
Templestowe Lower,3,h,,S,3107,5420,12.4,Manningham City Council
Templestowe Lower,3,h,925000,VB,3107,5420,12.4,Manningham City Council
Thomastown,5,h,1050000,S,3074,7955,15.3,Whittlesea City Council
Thomastown,3,h,,W,3074,7955,15.3,Whittlesea City Council
Thomastown,3,h,,PI,3074,7955,15.3,Whittlesea City Council
Thornbury,3,t,,SN,3071,8870,7,Darebin City Council
Thornbury,3,h,1595000,SP,3071,8870,7,Darebin City Council
Thornbury,2,u,460000,PI,3071,8870,7,Darebin City Council
Toorak,2,u,,PI,3142,7217,4.1,Stonnington City Council
Toorak,3,u,1535000,S,3142,7217,4.1,Stonnington City Council
Toorak,2,u,,S,3142,7217,4.1,Stonnington City Council
Toorak,3,h,1890000,S,3142,7217,4.1,Stonnington City Council
Toorak,3,h,,S,3142,7217,4.1,Stonnington City Council
Toorak,2,u,,S,3142,7217,4.1,Stonnington City Council
Truganina,3,t,380000,SA,3029,5811,18.4,Melton City Council
Tullamarine,3,t,580000,PI,3043,3296,12.9,Brimbank City Council
Tullamarine,4,h,675000,PI,3043,3296,12.9,Brimbank City Council
Tullamarine,4,h,600000,SP,3043,3296,12.9,Brimbank City Council
Tullamarine,3,h,620000,SP,3043,3296,12.9,Brimbank City Council
Vermont,3,h,1075000,VB,3133,4181,17.2,Maroondah City Council
Vermont South,5,h,960000,PI,3133,4280,17.2,Whitehorse City Council
Vermont South,4,h,1192150,S,3133,4280,17.2,Whitehorse City Council
Vermont South,4,h,,PI,3133,4280,17.2,Whitehorse City Council
Vermont South,4,h,,PI,3133,4280,17.2,Whitehorse City Council
Viewbank,3,h,750000,VB,3084,2698,8.9,Banyule City Council
Viewbank,3,h,865500,S,3084,2698,8.9,Banyule City Council
Wantirna South,5,h,,SP,3152,7082,14.7,Knox City Council
Wantirna South,4,h,,VB,3152,7082,14.7,Knox City Council
Wantirna South,3,t,986000,S,3152,7082,14.7,Knox City Council
Watsonia,3,u,632000,S,3087,2329,14.5,Banyule City Council
Watsonia North,4,h,,PI,3087,1442,14.5,Banyule City Council
Watsonia North,4,h,990000,S,3087,1442,14.5,Banyule City Council
Werribee,4,h,,SN,3030,16166,14.7,Wyndham City Council
Werribee,5,h,,SP,3030,16166,14.7,Wyndham City Council
Werribee,3,h,537000,S,3030,16166,14.7,Wyndham City Council
Werribee,4,h,500000,S,3030,16166,14.7,Wyndham City Council
Werribee,5,h,550000,SP,3030,16166,14.7,Wyndham City Council
Werribee,4,h,650000,VB,3030,16166,14.7,Wyndham City Council
Werribee,3,h,385000,S,3030,16166,14.7,Wyndham City Council
Werribee,3,h,640000,PI,3030,16166,14.7,Wyndham City Council
West Footscray,2,h,680000,S,3012,5058,6.4,Maribyrnong City Council
West Footscray,3,h,,SN,3012,5058,6.4,Maribyrnong City Council
West Footscray,2,h,640000,PI,3012,5058,6.4,Maribyrnong City Council
Westmeadows,3,h,660000,PI,3049,2474,16.5,Hume City Council
Williamstown,4,h,1439000,S,3016,6380,6.8,Hobsons Bay City Council
Williamstown,3,h,1420000,PI,3016,6380,6.8,Hobsons Bay City Council
Williamstown,6,h,,PI,3016,6380,6.8,Hobsons Bay City Council
Windsor,2,h,,S,3181,4380,4.6,Port Phillip City Council
Wollert,5,h,651000,SP,3750,2940,25.5,Whittlesea City Council
Yallambie,3,h,785000,S,3085,1369,12.7,Banyule City Council
Yallambie,3,h,821000,SP,3085,1369,12.7,Banyule City Council
Yarraville,3,h,1552500,S,3013,6543,6.3,Maribyrnong City Council
Yarraville,2,h,930000,S,3013,6543,6.3,Maribyrnong City Council
